0.0000	-1.0000	-0.8000	-0.6000	-0.4000	-0.2000	0.0000	0.2000	0.4000	0.6000	0.8000	1.0000
-1.0000	0.9133	0.9197	0.9262	0.9327	0.9393	0.9458	0.9524	0.9590	0.9656	0.9722	0.9788
-0.8000	0.9183	0.9247	0.9311	0.9376	0.9440	0.9505	0.9571	0.9636	0.9701	0.9767	0.9832
-0.6000	0.9235	0.9298	0.9362	0.9426	0.9490	0.9555	0.9619	0.9684	0.9749	0.9814	0.9879
-0.4000	0.9290	0.9353	0.9416	0.9479	0.9543	0.9607	0.9671	0.9735	0.9799	0.9864	0.9928
-0.2000	0.9347	0.9410	0.9472	0.9535	0.9598	0.9662	0.9725	0.9789	0.9852	0.9916	0.9980
0.0000	0.9408	0.9470	0.9532	0.9594	0.9657	0.9720	0.9783	0.9846	0.9909	0.9972	1.0035
0.2000	0.9472	0.9533	0.9595	0.9657	0.9719	0.9781	0.9843	0.9906	0.9969	1.0031	1.0094
0.4000	0.9540	0.9601	0.9662	0.9723	0.9785	0.9846	0.9908	0.9970	1.0032	1.0094	1.0156
0.6000	0.9612	0.9672	0.9733	0.9793	0.9854	0.9915	0.9977	1.0038	1.0100	1.0161	1.0223
0.8000	0.9688	0.9748	0.9808	0.9868	0.9929	0.9989	1.0050	1.0111	1.0172	1.0233	1.0294
1.0000	0.9769	0.9829	0.9888	0.9948	1.0007	1.0067	1.0128	1.0188	1.0248	1.0309	1.0369
