0.0000	-1.0000	-0.8000	-0.6000	-0.4000	-0.2000	0.0000	0.2000	0.4000	0.6000	0.8000	1.0000
-1.0000	1.5847	1.5857	1.5866	1.5875	1.5884	1.5894	1.5905	1.5917	1.5930	1.5944	1.5960
-0.8000	1.5590	1.5598	1.5606	1.5615	1.5623	1.5632	1.5642	1.5653	1.5665	1.5679	1.5694
-0.6000	1.5333	1.5340	1.5347	1.5354	1.5362	1.5370	1.5379	1.5389	1.5401	1.5413	1.5427
-0.4000	1.5075	1.5081	1.5088	1.5094	1.5101	1.5108	1.5116	1.5125	1.5136	1.5147	1.5161
-0.2000	1.4817	1.4822	1.4828	1.4833	1.4839	1.4846	1.4853	1.4861	1.4870	1.4881	1.4894
0.0000	1.4559	1.4563	1.4568	1.4573	1.4577	1.4583	1.4589	1.4597	1.4605	1.4615	1.4626
0.2000	1.4301	1.4304	1.4308	1.4312	1.4316	1.4320	1.4326	1.4332	1.4340	1.4349	1.4359
0.4000	1.4043	1.4045	1.4048	1.4051	1.4054	1.4058	1.4062	1.4068	1.4074	1.4082	1.4092
0.6000	1.3784	1.3786	1.3788	1.3790	1.3792	1.3795	1.3798	1.3803	1.3809	1.3816	1.3825
0.8000	1.3526	1.3527	1.3528	1.3529	1.3530	1.3532	1.3535	1.3538	1.3543	1.3550	1.3557
1.0000	1.3268	1.3268	1.3268	1.3268	1.3268	1.3269	1.3271	1.3274	1.3278	1.3283	1.3290
