0.0000	-1.0000	-0.8000	-0.6000	-0.4000	-0.2000	0.0000	0.2000	0.4000	0.6000	0.8000	1.0000
-1.0000	0.9096	0.9153	0.9215	0.9281	0.9353	0.9429	0.9510	0.9596	0.9686	0.9782	0.9882
-0.8000	0.9153	0.9211	0.9274	0.9341	0.9414	0.9491	0.9574	0.9661	0.9752	0.9849	0.9950
-0.6000	0.9207	0.9266	0.9330	0.9399	0.9473	0.9551	0.9635	0.9723	0.9816	0.9914	1.0016
-0.4000	0.9259	0.9319	0.9384	0.9454	0.9529	0.9609	0.9694	0.9783	0.9878	0.9976	1.0080
-0.2000	0.9308	0.9370	0.9437	0.9508	0.9584	0.9665	0.9751	0.9842	0.9937	1.0037	1.0142
0.0000	0.9357	0.9420	0.9487	0.9560	0.9637	0.9720	0.9807	0.9899	0.9995	1.0096	1.0202
0.2000	0.9404	0.9468	0.9537	0.9611	0.9689	0.9773	0.9861	0.9954	1.0052	1.0154	1.0262
0.4000	0.9450	0.9515	0.9585	0.9660	0.9740	0.9825	0.9914	1.0009	1.0108	1.0211	1.0320
0.6000	0.9495	0.9562	0.9633	0.9709	0.9790	0.9876	0.9967	1.0062	1.0163	1.0268	1.0377
0.8000	0.9540	0.9608	0.9681	0.9758	0.9840	0.9927	1.0019	1.0116	1.0217	1.0323	1.0434
1.0000	0.9585	0.9654	0.9728	0.9806	0.9890	0.9978	1.0071	1.0169	1.0272	1.0379	1.0491
