0.0000	-1.0000	-0.8000	-0.6000	-0.4000	-0.2000	0.0000	0.2000	0.4000	0.6000	0.8000	1.0000
-1.0000	1.2225	1.2292	1.2361	1.2431	1.2502	1.2575	1.2648	1.2723	1.2798	1.2875	1.2953
-0.8000	1.2099	1.2166	1.2234	1.2303	1.2373	1.2445	1.2517	1.2591	1.2666	1.2741	1.2818
-0.6000	1.1974	1.2040	1.2107	1.2175	1.2245	1.2315	1.2387	1.2460	1.2533	1.2608	1.2684
-0.4000	1.1850	1.1915	1.1981	1.2048	1.2117	1.2186	1.2257	1.2329	1.2402	1.2476	1.2550
-0.2000	1.1726	1.1790	1.1855	1.1922	1.1989	1.2058	1.2128	1.2199	1.2271	1.2343	1.2417
0.0000	1.1603	1.1666	1.1730	1.1796	1.1862	1.1930	1.1999	1.2069	1.2140	1.2212	1.2285
0.2000	1.1480	1.1542	1.1605	1.1670	1.1736	1.1802	1.1870	1.1939	1.2010	1.2081	1.2153
0.4000	1.1358	1.1419	1.1481	1.1545	1.1609	1.1675	1.1742	1.1811	1.1880	1.1950	1.2021
0.6000	1.1235	1.1296	1.1357	1.1420	1.1484	1.1549	1.1615	1.1682	1.1750	1.1819	1.1890
0.8000	1.1114	1.1173	1.1233	1.1295	1.1358	1.1422	1.1487	1.1554	1.1621	1.1689	1.1759
1.0000	1.0992	1.1051	1.1110	1.1171	1.1233	1.1296	1.1360	1.1426	1.1492	1.1560	1.1628
