0.0000	-1.0000	-0.8000	-0.6000	-0.4000	-0.2000	0.0000	0.2000	0.4000	0.6000	0.8000	1.0000
-1.0000	1.3624	1.3592	1.3562	1.3533	1.3506	1.3481	1.3457	1.3435	1.3414	1.3394	1.3375
-0.8000	1.3424	1.3396	1.3369	1.3345	1.3322	1.3301	1.3282	1.3263	1.3246	1.3230	1.3215
-0.6000	1.3224	1.3200	1.3177	1.3157	1.3138	1.3121	1.3106	1.3092	1.3079	1.3067	1.3056
-0.4000	1.3024	1.3004	1.2986	1.2969	1.2955	1.2942	1.2930	1.2920	1.2911	1.2904	1.2897
-0.2000	1.2824	1.2808	1.2794	1.2782	1.2772	1.2763	1.2755	1.2749	1.2745	1.2741	1.2738
0.0000	1.2625	1.2613	1.2603	1.2595	1.2589	1.2584	1.2581	1.2579	1.2578	1.2579	1.2580
0.2000	1.2427	1.2419	1.2413	1.2409	1.2407	1.2406	1.2407	1.2409	1.2413	1.2417	1.2422
0.4000	1.2229	1.2225	1.2223	1.2224	1.2225	1.2229	1.2234	1.2240	1.2247	1.2256	1.2265
0.6000	1.2032	1.2032	1.2035	1.2039	1.2045	1.2052	1.2061	1.2072	1.2083	1.2096	1.2109
0.8000	1.1836	1.1840	1.1847	1.1855	1.1865	1.1877	1.1890	1.1904	1.1920	1.1936	1.1954
1.0000	1.1640	1.1649	1.1659	1.1672	1.1686	1.1702	1.1719	1.1738	1.1757	1.1778	1.1800
